clueweb12-0207wb-59-02791,-2019.747,-2092.185
clueweb12-0918wb-19-10221,-2.557,-2.836
clueweb12-1007wb-41-22849,-556.817,-560.238
clueweb12-0500wb-21-23757,-8597.329,-8713.979
clueweb12-1500wb-14-18056,-21042.355,-21668.119
clueweb12-1705wb-88-29147,-866.384,-861.430
clueweb12-1901wb-32-18227,-2906.852,-2895.710
clueweb12-0000tw-25-17829,-27816.719,-29838.879
clueweb12-0102wb-48-10340,-1186.519,-1239.712
clueweb12-0112wb-41-22903,-3195.818,-3257.338
clueweb12-1606wb-85-09686,-3088.444,-3209.577
clueweb12-1604wb-36-17849,-414.673,-415.483
clueweb12-0208wb-99-00909,-12380.498,-13291.476
clueweb12-1118wb-80-07238,-2.557,-2.836
clueweb12-1606wb-61-15146,-755.961,-798.746
clueweb12-1514wb-43-06636,-6179.395,-6362.266
clueweb12-0012wb-54-18363,-3643.979,-3801.207
clueweb12-0203wb-89-08936,-404.497,-431.489
clueweb12-1402wb-72-06254,-1531.148,-1613.615
clueweb12-1007wb-90-20326,-22863.109,-23784.016
clueweb12-1507wb-19-04653,-6677.662,-6913.935
clueweb12-1807wb-24-14673,-12918.622,-13454.565
clueweb12-1702wb-38-04611,-2.557,-2.836
clueweb12-0100wb-56-18168,-2.557,-2.836
clueweb12-1100wb-88-02252,-2.557,-2.836
clueweb12-0110wb-05-27489,-15551.728,-15994.686
clueweb12-1406wb-17-17302,-308.006,-339.651
clueweb12-1410wb-67-02350,-596.978,-590.678
clueweb12-0818wb-42-07786,-2.557,-2.836
clueweb12-0910wb-04-16125,-2312.282,-2440.846
clueweb12-1614wb-61-20876,-2.557,-2.836
clueweb12-1712wb-25-02917,-990.247,-1048.539
clueweb12-1316wb-39-10520,-1247.220,-1303.578
clueweb12-0304wb-37-32503,-7168.076,-7327.327
clueweb12-1400tw-72-17968,-396.161,-443.838
clueweb12-1609wb-45-15938,-14357.870,-15149.822
clueweb12-1715wb-55-01605,-2.557,-2.836
clueweb12-0012wb-34-03842,-1020.211,-1001.203
clueweb12-0007wb-13-21745,-5933.504,-6395.273
clueweb12-0211wb-49-23724,-289.343,-307.337
clueweb12-1606wb-94-00055,-9891.890,-10362.919
clueweb12-0104wb-16-01848,-2.557,-2.836
clueweb12-1211wb-50-02046,-2464.633,-2511.371
clueweb12-1500wb-73-14549,-2116.589,-2161.223
clueweb12-1803wb-10-09536,-21806.123,-22505.590
clueweb12-1209wb-71-11509,-827.096,-865.888
clueweb12-1505wb-01-13045,-1708.642,-1821.411
clueweb12-1603wb-05-00565,-2576.565,-2848.157
clueweb12-0511wb-92-31571,-4158.661,-4435.839
clueweb12-0210wb-27-23267,-726.620,-784.500
clueweb12-1416wb-48-00173,-2315.454,-2344.062
clueweb12-0716wb-94-21578,-1751.620,-1922.633
clueweb12-1302wb-53-02445,-2694.075,-2805.975
clueweb12-1609wb-69-28895,-161615.594,-167338.094
clueweb12-0916wb-60-25024,-819.661,-806.528
clueweb12-0412wb-03-25255,-939.953,-1006.771
clueweb12-1613wb-00-02435,-27612.957,-29826.777
clueweb12-1107wb-01-22610,-3707.730,-3726.474
clueweb12-1901wb-36-07445,-6677.858,-7085.639
clueweb12-0210wb-01-33857,-5610.886,-5830.759
clueweb12-1515wb-72-12169,-16587.387,-17862.936
clueweb12-0104wb-48-23181,-6296.883,-6279.029
clueweb12-0306wb-24-18082,-184.250,-197.294
clueweb12-0917wb-59-16785,-17004.318,-17611.551
clueweb12-0010wb-13-16709,-7046.778,-7235.660
clueweb12-1311wb-85-32411,-1821.173,-1905.808
clueweb12-0500wb-04-32562,-1260.010,-1324.335
clueweb12-0007wb-39-34248,-768.841,-744.676
clueweb12-0209wb-99-26568,-1462.394,-1478.142
clueweb12-1511wb-21-28752,-166.572,-183.581
clueweb12-0301tw-47-21023,-432.959,-459.156
clueweb12-1700wb-65-11792,-1873.156,-1958.103
clueweb12-1404wb-99-17963,-2006.312,-2032.563
clueweb12-0001wb-04-22801,-1051.215,-1064.958
clueweb12-1900tw-46-17867,-3618.202,-3765.252
clueweb12-0911wb-24-19516,-3850.823,-4147.957
clueweb12-1603wb-10-02270,-435.857,-427.162
clueweb12-1912wb-28-03700,-1184.569,-1205.056
clueweb12-0205wb-02-14755,-3795.111,-4088.979
clueweb12-0512wb-00-26945,-2.557,-2.836
clueweb12-1310wb-84-15636,-10601.200,-10989.915
clueweb12-1800wb-31-12782,-2.557,-2.836
clueweb12-1300wb-89-09515,-2.557,-2.836
clueweb12-0000tw-07-10820,-1226.571,-1259.836
clueweb12-0714wb-41-25273,-2.557,-2.836
clueweb12-1603wb-03-04886,-285.243,-281.627
clueweb12-0401wb-51-08117,-3983.131,-4017.473
clueweb12-0309wb-22-19661,-17299.156,-18223.443
clueweb12-1912wb-98-16766,-2.557,-2.836
clueweb12-0400wb-60-19346,-2177.008,-2336.801
clueweb12-1300tw-43-14952,-1551.489,-1684.104
clueweb12-1712wb-99-18369,-1358.066,-1494.361
clueweb12-0106wb-35-20068,-2.557,-2.836
clueweb12-1400wb-35-01806,-1086.263,-1100.809
clueweb12-0406wb-38-03712,-1015.283,-1049.674
clueweb12-0408wb-39-28246,-623.563,-660.579
clueweb12-0202wb-03-34036,-2.557,-2.836
clueweb12-1001wb-76-11222,-166.209,-174.568
clueweb12-1508wb-03-17427,-5105.207,-5549.696
clueweb12-0010wb-62-18673,-2574.554,-2707.697
clueweb12-0405wb-40-25051,-1162.090,-1228.853
clueweb12-0312wb-01-17137,-20868.717,-20484.434
clueweb12-0816wb-97-12855,-25069.131,-24915.744
clueweb12-0104wb-27-11166,-3503.908,-3516.585
clueweb12-1704wb-27-01260,-1997.687,-2019.292
clueweb12-0000wb-66-33308,-1041.329,-1103.536
clueweb12-0109wb-23-28306,-1249.925,-1263.220
clueweb12-0802wb-62-17490,-1764.172,-1790.933
clueweb12-1408wb-54-09404,-2.557,-2.836
clueweb12-1911wb-68-23322,-2.557,-2.836
clueweb12-1021wb-19-12990,-671.645,-688.065
clueweb12-0600wb-45-02323,-823.419,-881.136
clueweb12-1416wb-48-06142,-2.557,-2.836
clueweb12-0006wb-79-11918,-1213.879,-1250.979
clueweb12-1909wb-35-15156,-2327.797,-2498.884
clueweb12-1712wb-84-09838,-6414.836,-6760.240
clueweb12-0813wb-04-12026,-3865.745,-4057.188
clueweb12-0004wb-65-09328,-2330.792,-2470.571
clueweb12-0300wb-22-28286,-27981.338,-29201.551
clueweb12-0305wb-48-28090,-613.354,-623.140
clueweb12-0202wb-16-01442,-685.231,-649.286
clueweb12-1904wb-91-05202,-1961.465,-2106.370
clueweb12-1401wb-95-26931,-1055.221,-1099.250
clueweb12-1605wb-78-31029,-832.632,-881.587
clueweb12-0013wb-61-00825,-3430.633,-3525.036
clueweb12-0714wb-34-10870,-458.817,-501.045
clueweb12-1801wb-31-19552,-244.638,-266.269
clueweb12-0307wb-13-29826,-769.938,-836.103
clueweb12-0101wb-67-04315,-124.937,-135.569
clueweb12-1400tw-00-07032,-319.613,-344.545
clueweb12-0106wb-09-32864,-3594.397,-3523.527
clueweb12-1602wb-34-16170,-2906.312,-3000.608
clueweb12-1505wb-28-15822,-3825.444,-4017.915
clueweb12-0302wb-39-03262,-1183.377,-1238.997
clueweb12-1118wb-75-00690,-3122.943,-3253.402
clueweb12-0100wb-15-32305,-9160.410,-9708.822
clueweb12-1709wb-68-03567,-1001.303,-1029.301
clueweb12-1201wb-92-16566,-544.281,-567.209
clueweb12-0209wb-54-24315,-8008.935,-7829.409
clueweb12-0813wb-87-24620,-4803.051,-5078.662
clueweb12-0807wb-55-24808,-9644.223,-9916.338
clueweb12-0106wb-93-26473,-6440.646,-6568.218
clueweb12-1212wb-13-01530,-22533.033,-23176.352
clueweb12-1905wb-47-02207,-1086.646,-1206.536
clueweb12-1215wb-55-03877,-1681.724,-1864.333
clueweb12-0212wb-16-31586,-2.557,-2.836
clueweb12-1604wb-02-27604,-2.557,-2.836
clueweb12-0704wb-42-28806,-3148.923,-3307.046
clueweb12-0612wb-73-34425,-1442.576,-1474.100
clueweb12-1807wb-97-14534,-1500.567,-1559.289
clueweb12-0903wb-65-25611,-1461.525,-1547.838
clueweb12-0205wb-86-05528,-1123.656,-1224.126
clueweb12-0300wb-78-12387,-188.133,-206.943
clueweb12-1313wb-21-34545,-2.557,-2.836
clueweb12-0500wb-35-05859,-2.557,-2.836
clueweb12-0001wb-04-31330,-870.866,-893.847
clueweb12-1910wb-42-31366,-3396.359,-3564.314
clueweb12-0500wb-54-06829,-6391.028,-6398.436
clueweb12-0109wb-08-28339,-21151.309,-22259.396
clueweb12-0606wb-12-18330,-26278.252,-26939.135
clueweb12-0608wb-43-13584,-1395.064,-1460.016
clueweb12-0207wb-68-15780,-2.557,-2.836
clueweb12-0302wb-67-24487,-1268.837,-1340.716
clueweb12-0311wb-43-29569,-3693.203,-3780.752
clueweb12-1213wb-08-06699,-2.557,-2.836
clueweb12-0200tw-38-22368,-1698.965,-1768.056
clueweb12-1710wb-12-28926,-643.375,-652.145
clueweb12-0101wb-24-25875,-18813.184,-18985.900
clueweb12-0209wb-51-02605,-2.557,-2.836
clueweb12-0301wb-67-27760,-3539.935,-3687.334
clueweb12-1504wb-70-19259,-522.421,-558.770
clueweb12-0709wb-94-01989,-874.503,-888.472
clueweb12-0306wb-58-06048,-654.315,-692.568
clueweb12-1210wb-43-05181,-165.497,-161.426
clueweb12-1805wb-76-05639,-8883.290,-9163.867
clueweb12-0307wb-52-08052,-7450.545,-7656.996
clueweb12-0200wb-34-10029,-6661.250,-7096.779
clueweb12-0200wb-66-33934,-41912.273,-42522.469
clueweb12-1903wb-81-03247,-2705.232,-2854.154
clueweb12-0100wb-30-06526,-12906.633,-13352.142
clueweb12-0207wb-26-26565,-3346.288,-3504.118
clueweb12-1903wb-65-01140,-1355.809,-1398.723
clueweb12-0002wb-70-07941,-3629.513,-3866.544
clueweb12-0008wb-03-24969,-23030.381,-23255.137
clueweb12-1717wb-40-23682,-2.557,-2.836
clueweb12-1509wb-66-10733,-3028.134,-3032.084
clueweb12-0800tw-31-07368,-2648.409,-2859.256
clueweb12-1410wb-76-06866,-2.557,-2.836
clueweb12-1218wb-43-10547,-5914.078,-6260.806
clueweb12-1110wb-94-30104,-171.750,-191.896
clueweb12-0003wb-18-05825,-675.207,-711.954
clueweb12-0407wb-62-34677,-2668.622,-2893.239
clueweb12-0300wb-13-23514,-264.491,-282.865
clueweb12-0012wb-12-34919,-276.940,-293.429
clueweb12-0914wb-72-26259,-13495.625,-14746.764
clueweb12-1012wb-47-07342,-4173.060,-4216.522
clueweb12-1401wb-81-01009,-2108.108,-2250.139
clueweb12-1005wb-17-16578,-2358.585,-2477.132
clueweb12-0205wb-73-35545,-1327.580,-1364.261
clueweb12-0304wb-19-06751,-940.363,-950.183
clueweb12-0411wb-45-22685,-2614.344,-2777.728
clueweb12-0816wb-64-09041,-257.094,-265.419
clueweb12-1407wb-27-06206,-181.531,-189.154
clueweb12-0600wb-51-12953,-361364.250,-369523.781
clueweb12-1600wb-17-07118,-187.090,-205.900
clueweb12-0402wb-55-08506,-1090.093,-1149.892
clueweb12-0715wb-77-14030,-1613.440,-1668.884
clueweb12-0305wb-76-14125,-2.557,-2.836
clueweb12-0300wb-33-01555,-5763.439,-5948.804
clueweb12-1515wb-55-25062,-2753.191,-2752.276
clueweb12-0909wb-37-23439,-1594.885,-1623.243
clueweb12-1513wb-41-04095,-258.144,-280.419
clueweb12-0903wb-21-23318,-3432.441,-3684.939
clueweb12-0506wb-42-08762,-153.160,-165.337
clueweb12-0010wb-50-04977,-3979.706,-4089.193
clueweb12-1713wb-96-15155,-2013.519,-2189.425
clueweb12-0817wb-88-24990,-3667.813,-3614.789
clueweb12-0506wb-46-22307,-4067.938,-4017.574
clueweb12-1506wb-32-16682,-2243.841,-2383.470
clueweb12-1612wb-00-01084,-120.039,-127.287
clueweb12-0200wb-88-04313,-3578.825,-3677.073
clueweb12-0407wb-58-27297,-16993.059,-17023.820
clueweb12-0300wb-97-22949,-1163.989,-1212.375
clueweb12-1500wb-81-10530,-2.557,-2.836
clueweb12-1701wb-75-15418,-6392.137,-6821.011
clueweb12-0409wb-48-31139,-2.557,-2.836
clueweb12-0406wb-69-10853,-3688.531,-3965.022
clueweb12-0915wb-96-27233,-1222.233,-1291.084
clueweb12-0903wb-08-23989,-234.654,-250.922
clueweb12-0110wb-37-21443,-406.554,-423.173
clueweb12-0012wb-10-06609,-3496.061,-3519.826
clueweb12-0305wb-06-14167,-15149.046,-16182.265
clueweb12-1500tw-24-02466,-39205.508,-41565.711
clueweb12-1502wb-90-08843,-18071.492,-18373.797
clueweb12-0714wb-74-11484,-2.557,-2.836
clueweb12-0110wb-56-15757,-3682.466,-3852.021
clueweb12-1803wb-84-16544,-6368.971,-6540.750
clueweb12-0509wb-19-31597,-2.557,-2.836
clueweb12-1702wb-96-17158,-158.412,-173.661
clueweb12-1013wb-25-11962,-1068.980,-1030.110
clueweb12-1211wb-45-10670,-471.365,-491.514
clueweb12-1010wb-15-18831,-4462.816,-4460.384
clueweb12-0902wb-49-26791,-2938.044,-3191.730
clueweb12-1109wb-83-17466,-11861.409,-11523.586
clueweb12-1904wb-40-09532,-644.493,-638.080
clueweb12-0004wb-19-22834,-5283.399,-5567.002
clueweb12-1215wb-27-17673,-893.908,-965.269
clueweb12-1006wb-61-21535,-5447.553,-5703.429
clueweb12-0606wb-40-17468,-971.642,-1031.239
clueweb12-0304wb-78-16139,-1083.782,-1077.843
clueweb12-1315wb-30-19562,-1853.587,-1963.971
clueweb12-0807wb-25-02422,-2629.257,-2704.946
clueweb12-1513wb-11-35914,-923.919,-973.344
clueweb12-1303wb-04-18083,-23744.537,-25293.217
clueweb12-0210wb-47-34350,-2810.938,-2895.323
clueweb12-1106wb-89-17808,-5128.680,-5284.405
clueweb12-0310wb-37-09170,-1572.246,-1636.020
clueweb12-0512wb-34-27975,-2137.234,-2237.615
clueweb12-0510wb-50-14150,-3744.995,-3819.114
clueweb12-1204wb-58-25115,-1867.276,-1977.831
clueweb12-1311wb-13-06681,-3069.868,-3150.486
clueweb12-0200tw-76-00268,-1306.849,-1329.819
clueweb12-1900wb-46-11414,-2.557,-2.836
clueweb12-0107wb-85-29644,-2025.024,-2170.498
clueweb12-0800tw-22-19970,-2669.319,-2804.185
clueweb12-0001wb-26-06006,-2423.531,-2616.245
clueweb12-1013wb-12-22424,-3335.564,-3315.976
clueweb12-0004wb-84-30585,-1752.270,-1907.190
clueweb12-0703wb-09-20710,-2.557,-2.836
clueweb12-0007wb-33-18827,-1455.318,-1490.956
clueweb12-1511wb-10-29878,-2160.699,-2307.145
clueweb12-0101wb-91-02561,-550.150,-590.208
clueweb12-0105wb-96-25649,-1026.069,-1091.612
clueweb12-1405wb-49-08080,-4055.750,-4061.892
clueweb12-1600tw-28-22155,-1385.490,-1470.785
clueweb12-0411wb-02-03360,-4309.764,-4658.467
clueweb12-0408wb-53-13348,-1277.656,-1306.539
clueweb12-1403wb-66-26795,-1631.326,-1700.166
clueweb12-1516wb-60-30204,-3549.582,-3654.375
clueweb12-1113wb-96-07056,-2.557,-2.836
clueweb12-1516wb-40-01774,-133.463,-138.545
clueweb12-0405wb-37-08197,-1369.821,-1489.727
clueweb12-1903wb-19-19877,-1230.407,-1326.607
clueweb12-1715wb-09-07686,-211.480,-229.578
clueweb12-0407wb-87-26882,-154005.672,-157288.984
clueweb12-1203wb-48-30696,-1063.228,-1086.828
clueweb12-0919wb-14-22225,-801.365,-834.968
clueweb12-0504wb-40-12489,-1618.791,-1672.849
clueweb12-1206wb-86-25351,-6263.112,-6745.751
clueweb12-1812wb-98-15202,-2.557,-2.836
clueweb12-1706wb-78-21674,-331.876,-348.885
clueweb12-1505wb-97-03319,-436.392,-472.147
clueweb12-0303wb-37-24687,-907.050,-928.526
clueweb12-1107wb-96-19016,-13556.715,-13941.987
clueweb12-1701wb-68-22715,-1471.305,-1542.479
clueweb12-1800wb-39-17094,-244.618,-251.052
clueweb12-0911wb-39-24090,-13752.109,-14289.113
clueweb12-0500wb-00-02806,-166.000,-174.245
clueweb12-0003wb-39-11553,-1488.084,-1566.610
clueweb12-0210wb-25-10285,-3655.960,-3755.597
clueweb12-0211wb-78-29033,-5983.365,-6295.193
clueweb12-0806wb-74-14904,-31213.732,-33352.707
clueweb12-0003wb-40-22119,-25272.775,-25362.348
clueweb12-1710wb-60-30325,-2.557,-2.836
clueweb12-0408wb-98-08344,-2163.088,-2249.038
clueweb12-0815wb-27-29275,-7110.647,-7025.362
clueweb12-0500wb-43-24662,-2483.961,-2519.904
clueweb12-0203wb-75-11040,-1620.550,-1649.033
clueweb12-0209wb-96-04800,-1108.295,-1184.401
clueweb12-0111wb-61-25958,-9822.537,-10470.070
clueweb12-1200tw-51-08305,-848.522,-958.924
clueweb12-0105wb-50-17160,-2.557,-2.836
clueweb12-0713wb-96-14244,-2192.243,-2204.143
clueweb12-1507wb-95-11841,-123135.508,-132267.422
clueweb12-1308wb-32-30726,-2781.790,-2917.820
clueweb12-1315wb-74-10900,-274.728,-280.634
clueweb12-0105wb-52-31499,-489.926,-539.374
clueweb12-1109wb-68-26339,-2.557,-2.836
clueweb12-0305wb-18-00223,-16816.857,-17315.137
clueweb12-1118wb-76-07991,-8195.994,-8644.057
clueweb12-1904wb-23-12545,-2476.628,-2608.687
clueweb12-0301wb-13-32639,-1990.919,-2207.422
clueweb12-0917wb-29-26056,-2922.661,-3003.215
clueweb12-1813wb-94-13916,-135.323,-139.707
clueweb12-1613wb-39-23792,-27612.957,-29826.777
clueweb12-1212wb-36-31650,-2.557,-2.836
clueweb12-1113wb-64-24999,-16620.068,-16683.963
clueweb12-0103wb-64-14644,-2924.895,-3014.293
clueweb12-0403wb-03-02377,-2974.700,-3219.427
clueweb12-1107wb-75-24048,-1070.104,-1135.162
clueweb12-1107wb-87-13392,-3246.939,-3379.606
clueweb12-0407wb-02-21690,-1267.270,-1361.537
clueweb12-0500wb-83-11880,-2403.393,-2466.601
clueweb12-1707wb-46-18181,-23140.771,-25071.486
clueweb12-1202wb-47-30189,-2081.683,-2221.129
clueweb12-0111wb-41-16007,-27439.717,-29591.701
clueweb12-1315wb-53-09362,-3089.612,-3251.156
clueweb12-1503wb-97-09642,-200.055,-219.564
clueweb12-0100wb-59-06400,-2.557,-2.836
clueweb12-0112wb-34-03747,-4084.938,-4293.447
clueweb12-0209wb-12-09790,-24434.676,-26590.051
clueweb12-1806wb-09-02751,-2.557,-2.836
clueweb12-0813wb-68-13603,-4609.895,-4851.002
clueweb12-0201wb-02-00181,-1111.038,-1182.553
clueweb12-0104wb-80-08502,-1695.983,-1769.989
clueweb12-0400tw-35-14046,-1301.793,-1422.544
clueweb12-1715wb-58-20440,-11967.236,-12028.464
clueweb12-1505wb-57-13809,-3944.102,-4227.296
clueweb12-1906wb-44-28735,-2447.390,-2613.302
clueweb12-0703wb-95-10531,-2191.721,-2247.850
clueweb12-0200wb-50-18612,-1068.093,-1153.167
clueweb12-1500wb-91-20943,-8047.954,-8591.722
clueweb12-0010wb-90-07937,-678.456,-713.648
clueweb12-0206wb-45-24309,-2478.540,-2564.532
clueweb12-1800wb-03-15920,-584.717,-594.720
clueweb12-0308wb-46-00475,-4306.277,-4589.316
clueweb12-1804wb-11-03214,-1677.572,-1732.949
clueweb12-1210wb-86-23159,-14731.308,-15597.721
clueweb12-1205wb-80-15409,-1700.823,-1691.494
clueweb12-0311wb-88-22270,-2.557,-2.836
clueweb12-1412wb-68-06823,-5410.937,-5832.189
clueweb12-1104wb-00-19576,-6199.583,-6388.460
clueweb12-0200tw-92-12817,-420.048,-445.656
clueweb12-1813wb-36-19822,-2.557,-2.836
clueweb12-1713wb-74-23566,-8027.955,-8405.226
clueweb12-0817wb-49-25652,-978.407,-1065.463
clueweb12-0612wb-20-16567,-522.687,-568.323
clueweb12-0919wb-17-17686,-91445.719,-92160.211
clueweb12-0603wb-92-12680,-3787.053,-4016.545
clueweb12-0707wb-87-15027,-2262.380,-2410.626
clueweb12-0307wb-02-00433,-2.557,-2.836
clueweb12-1209wb-60-00850,-419.728,-411.900
clueweb12-0511wb-79-23524,-1073.272,-1107.830
clueweb12-0209wb-87-14724,-700.083,-723.707
clueweb12-1507wb-30-16983,-2690.678,-2818.162
clueweb12-1613wb-11-02798,-31580.145,-32724.729
clueweb12-0203wb-20-07918,-4432.478,-4598.074
clueweb12-0305wb-57-14156,-517.912,-552.229
clueweb12-1301wb-06-09148,-334.623,-354.195
clueweb12-0412wb-20-23019,-41592.117,-44624.789
clueweb12-1406wb-09-29722,-961.948,-1039.531
clueweb12-1211wb-27-18991,-21305.824,-22618.281
clueweb12-1608wb-13-07948,-2074.171,-2209.485
clueweb12-0109wb-47-12183,-159.995,-167.559
clueweb12-1608wb-40-02379,-2124.227,-2271.087
clueweb12-1005wb-31-28671,-3581.874,-3707.736
clueweb12-1613wb-63-22065,-1986.940,-2220.765
clueweb12-0914wb-05-14425,-102761.031,-110683.414
clueweb12-0701wb-87-34507,-2165.891,-2333.068
clueweb12-1510wb-63-03393,-1028.699,-1043.297
clueweb12-0608wb-63-07397,-18952.039,-20459.182
clueweb12-0702wb-26-03130,-2.557,-2.836
clueweb12-1106wb-87-11804,-62804.016,-64526.129
clueweb12-1405wb-98-22012,-927.537,-1033.211
clueweb12-0701wb-75-25926,-1478.312,-1515.945
clueweb12-0205wb-21-04546,-787.690,-793.498
clueweb12-0402wb-82-31224,-7366.098,-7927.561
clueweb12-1213wb-05-00162,-2.557,-2.836
clueweb12-0907wb-15-10408,-3010.107,-3141.233
clueweb12-0602wb-35-04346,-2782.256,-2874.513
clueweb12-1713wb-77-28840,-5093.661,-5265.114
clueweb12-0816wb-25-03751,-2418.007,-2494.328
clueweb12-0204wb-87-00321,-17750.428,-17865.281
clueweb12-1707wb-05-25313,-593.383,-553.867
clueweb12-0207wb-35-15813,-2699.599,-2794.341
clueweb12-0711wb-75-28927,-1184.225,-1222.304
clueweb12-0715wb-30-12156,-2067.334,-2198.745
clueweb12-1106wb-73-24092,-3331.316,-3551.651
clueweb12-0913wb-13-29619,-7497.218,-7989.314
clueweb12-1806wb-13-08324,-295.087,-319.520
clueweb12-1814wb-30-05336,-35781.766,-38052.961
clueweb12-0202wb-22-25057,-2.557,-2.836
clueweb12-0108wb-23-29722,-1964.740,-2036.158
clueweb12-1707wb-81-04568,-1879.038,-2032.867
clueweb12-0100tw-16-19351,-2762.141,-2830.737
clueweb12-0510wb-51-31145,-2.557,-2.836
clueweb12-0307wb-75-08848,-204.726,-212.038
clueweb12-0104wb-92-26457,-2.557,-2.836
clueweb12-0202wb-49-12079,-528.269,-492.479
clueweb12-0005wb-54-24693,-4757.959,-4864.724
clueweb12-0200wb-12-12992,-5963.512,-5868.487
clueweb12-0802wb-79-01355,-1226.261,-1335.033
clueweb12-0505wb-29-03380,-18605.234,-18834.646
clueweb12-0816wb-37-17833,-15239.888,-16173.940
clueweb12-1713wb-96-12628,-140.559,-140.356
clueweb12-1506wb-25-07894,-11299.452,-11846.574
clueweb12-1311wb-52-27513,-1853.534,-1898.233
clueweb12-0603wb-21-31349,-1778.237,-1783.218
clueweb12-0208wb-22-25847,-9759.354,-10604.814
clueweb12-1306wb-34-20285,-8890.930,-9437.082
clueweb12-1701wb-89-12076,-1599.312,-1595.879
clueweb12-0606wb-02-08055,-2569.579,-2635.177
clueweb12-0306wb-51-00055,-681.763,-723.946
clueweb12-1604wb-92-18188,-440.894,-429.343
clueweb12-1707wb-28-11842,-472.961,-491.382
clueweb12-0404wb-18-20481,-426.224,-449.604
clueweb12-1402wb-85-10092,-745.462,-796.088
clueweb12-1218wb-48-21641,-9567.233,-10378.647
clueweb12-0301wb-42-29836,-2.557,-2.836
clueweb12-0815wb-21-26908,-9405.829,-9420.283
clueweb12-1011wb-57-08506,-2.557,-2.836
clueweb12-0404wb-91-22375,-3236.199,-3480.702
clueweb12-0308wb-38-18864,-6929.859,-7417.859
clueweb12-1705wb-05-16325,-3152.195,-3315.433
clueweb12-1201wb-94-20949,-255.461,-253.745
clueweb12-0205wb-75-26985,-2.557,-2.836
clueweb12-1810wb-46-01720,-3378.024,-3457.014
clueweb12-0209wb-06-31053,-2.557,-2.836
clueweb12-0302wb-59-07897,-2440.289,-2545.328
clueweb12-0805wb-88-00708,-2.557,-2.836
clueweb12-0807wb-58-10307,-1825.498,-1852.070
clueweb12-0206wb-37-18051,-26473.273,-27154.275
clueweb12-1610wb-90-11449,-2.557,-2.836
clueweb12-0107wb-76-20919,-10025.531,-10740.270
clueweb12-1714wb-81-04631,-2.557,-2.836
clueweb12-1803wb-63-07612,-3771.276,-3849.455
